organ,source,target,source_type,target_type
blood_vasculature,UBERON:0011955,FMA:15803,AS,AS
blood_vasculature,UBERON:0011955,ASCTB-TEMP:segmental-hepatic-vein,AS,AS
blood_vasculature,FMA:15804,CL:0000071$$2708,AS,CT
blood_vasculature,FMA:15804,CL:0002543$$2709,AS,CT
blood_vasculature,FMA:15803,CL:0000071$$2710,AS,CT
blood_vasculature,FMA:15803,CL:0002543$$2711,AS,CT
blood_vasculature,ASCTB-TEMP:segmental-hepatic-vein,CL:0000071$$2712,AS,CT
blood_vasculature,ASCTB-TEMP:segmental-hepatic-vein,CL:0002543$$2713,AS,CT
blood_vasculature,ASCTB-TEMP:segmental-hepatic-vein,UBERON:0006841,AS,AS
blood_vasculature,UBERON:0006841,CL:0000071$$2714,AS,CT
blood_vasculature,UBERON:0006841,CL:0002543$$2715,AS,CT
blood_vasculature,UBERON:0006841,UBERON:0001281,AS,AS
blood_vasculature,UBERON:0001281,CL:0000071$$2716,AS,CT
blood_vasculature,UBERON:0001281,CL:0002144$$2717,AS,CT
blood_vasculature,UBERON:0001281,CL:0002262$$2718,AS,CT
blood_vasculature,UBERON:0001281,UBERON:8600085,AS,AS
blood_vasculature,UBERON:8600085,CL:0000071$$2719,AS,CT
blood_vasculature,UBERON:8600085,CL:1000414$$2720,AS,CT
blood_vasculature,UBERON:8600085,FMA:15421,AS,AS
blood_vasculature,UBERON:8600085,FMA:15420,AS,AS
blood_vasculature,UBERON:8600085,FMA:15432,AS,AS
blood_vasculature,UBERON:8600085,FMA:15431,AS,AS
blood_vasculature,UBERON:8600085,FMA:15425,AS,AS
blood_vasculature,UBERON:8600085,FMA:15429,AS,AS
blood_vasculature,UBERON:8600085,FMA:15428,AS,AS
blood_vasculature,UBERON:8600085,FMA:15424,AS,AS
blood_vasculature,UBERON:8600085,FMA:15423,AS,AS
blood_vasculature,UBERON:8600085,FMA:82706,AS,AS
blood_vasculature,FMA:15421,CL:0000071$$2721,AS,CT
blood_vasculature,FMA:15421,CL:0002543$$2722,AS,CT
blood_vasculature,FMA:15421,ASCTB-TEMP:right-anterior-hepatic-portal-vein,AS,AS
blood_vasculature,ASCTB-TEMP:right-anterior-hepatic-portal-vein,CL:0000071$$2723,AS,CT
blood_vasculature,ASCTB-TEMP:right-anterior-hepatic-portal-vein,CL:0002543$$2724,AS,CT
blood_vasculature,ASCTB-TEMP:right-anterior-hepatic-portal-vein,FMA:15414,AS,AS
blood_vasculature,FMA:15414,CL:0000071$$2725,AS,CT
blood_vasculature,FMA:15414,CL:0002543$$2726,AS,CT
blood_vasculature,FMA:15414,UBERON:0001639,AS,AS
blood_vasculature,UBERON:0001639,CL:0000071$$2727,AS,CT
blood_vasculature,UBERON:0001639,CL:0002543$$2728,AS,CT
blood_vasculature,FMA:15420,CL:0000071$$2729,AS,CT
blood_vasculature,FMA:15420,CL:0002543$$2730,AS,CT
blood_vasculature,FMA:15420,ASCTB-TEMP:right-anterior-hepatic-portal-vein-2,AS,AS
blood_vasculature,ASCTB-TEMP:right-anterior-hepatic-portal-vein-2,CL:0000071$$2731,AS,CT
blood_vasculature,ASCTB-TEMP:right-anterior-hepatic-portal-vein-2,CL:0002543$$2732,AS,CT
blood_vasculature,FMA:15432,CL:0000071$$2733,AS,CT
blood_vasculature,FMA:15432,CL:0002543$$2734,AS,CT
blood_vasculature,FMA:15432,ASCTB-TEMP:left-lateral-hepatic-portal-vein,AS,AS
blood_vasculature,ASCTB-TEMP:left-lateral-hepatic-portal-vein,CL:0000071$$2735,AS,CT
blood_vasculature,ASCTB-TEMP:left-lateral-hepatic-portal-vein,CL:0002543$$2736,AS,CT
blood_vasculature,ASCTB-TEMP:left-lateral-hepatic-portal-vein,FMA:15415,AS,AS
blood_vasculature,FMA:15415,CL:0000071$$2737,AS,CT
blood_vasculature,FMA:15415,CL:0002543$$2738,AS,CT
blood_vasculature,FMA:15415,UBERON:0001639$$2739,AS,AS
blood_vasculature,UBERON:0001639$$2739,CL:0000071$$2740,AS,CT
blood_vasculature,UBERON:0001639$$2739,CL:0002543$$2741,AS,CT
blood_vasculature,UBERON:0001639$$2739,UBERON:0035392,AS,AS
blood_vasculature,UBERON:0001639$$2739,ASCTB-TEMP:inferior-vein-of-sappey,AS,AS
blood_vasculature,UBERON:0001639$$2739,UBERON:0014690,AS,AS
blood_vasculature,UBERON:0001639$$2739,UBERON:0035655,AS,AS
blood_vasculature,UBERON:0001639$$2739,FMA:0329298,AS,AS
blood_vasculature,UBERON:0001639$$2739,UBERON:0014691,AS,AS
blood_vasculature,UBERON:0001639$$2739,UBERON:0003713,AS,AS
blood_vasculature,UBERON:0001639$$2739,UBERON:0001138,AS,AS
blood_vasculature,UBERON:0001639$$2739,ASCTB-TEMP:superior-vein-of-sappey,AS,AS
blood_vasculature,UBERON:0001639$$2739,ASCTB-TEMP:vein-of-burow,AS,AS
blood_vasculature,UBERON:0035392,CL:0000071$$2742,AS,CT
blood_vasculature,UBERON:0035392,CL:0002543$$2743,AS,CT
blood_vasculature,ASCTB-TEMP:inferior-vein-of-sappey,CL:0000071$$2744,AS,CT
blood_vasculature,ASCTB-TEMP:inferior-vein-of-sappey,CL:0002543$$2745,AS,CT
blood_vasculature,UBERON:0014690,CL:0000071$$2746,AS,CT
blood_vasculature,UBERON:0014690,CL:0002543$$2747,AS,CT
blood_vasculature,UBERON:0035655,CL:0000071$$2748,AS,CT
blood_vasculature,UBERON:0035655,CL:0002543$$2749,AS,CT
blood_vasculature,FMA:0329298,CL:0000071$$2750,AS,CT
blood_vasculature,FMA:0329298,CL:0002543$$2751,AS,CT
blood_vasculature,UBERON:0014691,CL:0000071$$2752,AS,CT
blood_vasculature,UBERON:0014691,CL:0002543$$2753,AS,CT
blood_vasculature,UBERON:0014691,FMA:15404,AS,AS
blood_vasculature,FMA:15404,CL:0000071$$2754,AS,CT
blood_vasculature,FMA:15404,CL:0002543$$2755,AS,CT
blood_vasculature,UBERON:0003713,CL:0000071$$2756,AS,CT
blood_vasculature,UBERON:0003713,CL:0002543$$2757,AS,CT
blood_vasculature,UBERON:0003713,UBERON:0001215,AS,AS
blood_vasculature,UBERON:0003713,FMA:15390,AS,AS
blood_vasculature,UBERON:0003713,UBERON:0001214,AS,AS
blood_vasculature,UBERON:0003713,FMA:70929,AS,AS
blood_vasculature,UBERON:0003713,UBERON:0010400,AS,AS
blood_vasculature,UBERON:0001215,CL:0000071$$2758,AS,CT
blood_vasculature,UBERON:0001215,CL:0002543$$2759,AS,CT
blood_vasculature,UBERON:0001215,UBERON:8410017,AS,AS
blood_vasculature,UBERON:0001215,ASCTB-TEMP:rectosigmoid-vein,AS,AS
blood_vasculature,UBERON:0001215,FMA:15395,AS,AS
blood_vasculature,UBERON:0001215,FMA:15393,AS,AS
blood_vasculature,UBERON:8410017,CL:0000071$$2760,AS,CT
blood_vasculature,UBERON:8410017,CL:0002543$$2761,AS,CT
blood_vasculature,UBERON:8410017,ASCTB-TEMP:vena-recta-of-large-intestine-2,AS,AS
blood_vasculature,ASCTB-TEMP:vena-recta-of-large-intestine-2,CL:0000071$$2762,AS,CT
blood_vasculature,ASCTB-TEMP:vena-recta-of-large-intestine-2,CL:0002543$$2763,AS,CT
blood_vasculature,ASCTB-TEMP:rectosigmoid-vein,CL:0000071$$2764,AS,CT
blood_vasculature,ASCTB-TEMP:rectosigmoid-vein,CL:0002543$$2765,AS,CT
blood_vasculature,FMA:15395,CL:0000071$$2766,AS,CT
blood_vasculature,FMA:15395,CL:0002543$$2767,AS,CT
blood_vasculature,FMA:15393,CL:0000071$$2768,AS,CT
blood_vasculature,FMA:15393,CL:0002543$$2769,AS,CT
blood_vasculature,FMA:15390,CL:0000071$$2770,AS,CT
blood_vasculature,FMA:15390,CL:0002543$$2771,AS,CT
blood_vasculature,UBERON:0001214,CL:0000071$$2772,AS,CT
blood_vasculature,UBERON:0001214,CL:0002543$$2773,AS,CT
blood_vasculature,FMA:70929,CL:0000071$$2774,AS,CT
blood_vasculature,FMA:70929,CL:0002543$$2775,AS,CT
blood_vasculature,FMA:70929,ASCTB-TEMP:interlobular-vein-of-pancreas,AS,AS
blood_vasculature,ASCTB-TEMP:interlobular-vein-of-pancreas,CL:0000071$$2776,AS,CT
blood_vasculature,ASCTB-TEMP:interlobular-vein-of-pancreas,CL:0002543$$2777,AS,CT
blood_vasculature,ASCTB-TEMP:interlobular-vein-of-pancreas,ASCTB-TEMP:lobular-vein-of-pancreas,AS,AS
blood_vasculature,ASCTB-TEMP:interlobular-vein-of-pancreas,ASCTB-TEMP:periductal-branch-of-interlobular-vein-of-pancreas,AS,AS
blood_vasculature,ASCTB-TEMP:lobular-vein-of-pancreas,CL:0000071$$2778,AS,CT
blood_vasculature,ASCTB-TEMP:lobular-vein-of-pancreas,CL:0002543$$2779,AS,CT
blood_vasculature,ASCTB-TEMP:lobular-vein-of-pancreas,ASCTB-TEMP:intralobular-venule-of-pancreas,AS,AS
blood_vasculature,ASCTB-TEMP:lobular-vein-of-pancreas,ASCTB-TEMP:periductal-branch-of-lobular-vein-of-pancreas,AS,AS
blood_vasculature,ASCTB-TEMP:intralobular-venule-of-pancreas,CL:0000071$$2780,AS,CT
blood_vasculature,ASCTB-TEMP:intralobular-venule-of-pancreas,CL:1000414$$2781,AS,CT
blood_vasculature,ASCTB-TEMP:periductal-branch-of-lobular-vein-of-pancreas,CL:0000071$$2782,AS,CT
blood_vasculature,ASCTB-TEMP:periductal-branch-of-lobular-vein-of-pancreas,CL:0002543$$2783,AS,CT
blood_vasculature,ASCTB-TEMP:periductal-branch-of-interlobular-vein-of-pancreas,CL:0000071$$2784,AS,CT
blood_vasculature,ASCTB-TEMP:periductal-branch-of-interlobular-vein-of-pancreas,CL:0002543$$2785,AS,CT
blood_vasculature,UBERON:0010400,CL:0000071$$2786,AS,CT
blood_vasculature,UBERON:0010400,CL:0002543$$2787,AS,CT
blood_vasculature,UBERON:0010400,ASCTB-TEMP:red-pulp-venule-of-spleen,AS,AS
blood_vasculature,ASCTB-TEMP:red-pulp-venule-of-spleen,CL:0000071$$2788,AS,CT
blood_vasculature,ASCTB-TEMP:red-pulp-venule-of-spleen,CL:1000414$$2789,AS,CT
blood_vasculature,ASCTB-TEMP:red-pulp-venule-of-spleen,UBERON:0003910,AS,AS
blood_vasculature,UBERON:0003910,CL:0000071$$2790,AS,CT
blood_vasculature,UBERON:0003910,CL:0002144$$2791,AS,CT
blood_vasculature,UBERON:0003910,CL:0002262$$2792,AS,CT
blood_vasculature,UBERON:0001138,CL:0000071$$2793,AS,CT
blood_vasculature,UBERON:0001138,CL:0002543$$2794,AS,CT
blood_vasculature,UBERON:0001138,FMA:0329300,AS,AS
blood_vasculature,UBERON:0001138,UBERON:0001217,AS,AS
blood_vasculature,UBERON:0001138,UBERON:0001219,AS,AS
blood_vasculature,UBERON:0001138,UBERON:0001216,AS,AS
blood_vasculature,UBERON:0001138,UBERON:0001218,AS,AS
blood_vasculature,UBERON:0001138,FMA:0329301,AS,AS
blood_vasculature,UBERON:0001138,UBERON:8410018,AS,AS
blood_vasculature,UBERON:0001138,FMA:15397,AS,AS
blood_vasculature,FMA:0329300,CL:0000071$$2795,AS,CT
blood_vasculature,FMA:0329300,CL:0002543$$2796,AS,CT
blood_vasculature,UBERON:0001217,CL:0000071$$2797,AS,CT
blood_vasculature,UBERON:0001217,CL:0002543$$2798,AS,CT
blood_vasculature,UBERON:0001219,CL:0000071$$2799,AS,CT
blood_vasculature,UBERON:0001219,CL:0002543$$2800,AS,CT
blood_vasculature,UBERON:0001219,ASCTB-TEMP:vena-recta-of-large-intestine,AS,AS
blood_vasculature,ASCTB-TEMP:vena-recta-of-large-intestine,CL:0000071$$2801,AS,CT
blood_vasculature,ASCTB-TEMP:vena-recta-of-large-intestine,CL:0002543$$2802,AS,CT
blood_vasculature,ASCTB-TEMP:vena-recta-of-large-intestine,ASCTB-TEMP:submucosal-vein-of-colon,AS,AS
blood_vasculature,ASCTB-TEMP:vena-recta-of-large-intestine,ASCTB-TEMP:subserous-vein-of-colon,AS,AS
blood_vasculature,ASCTB-TEMP:submucosal-vein-of-colon,CL:0000071$$2803,AS,CT
blood_vasculature,ASCTB-TEMP:submucosal-vein-of-colon,CL:0002543$$2804,AS,CT
blood_vasculature,ASCTB-TEMP:submucosal-vein-of-colon,ASCTB-TEMP:submucosal-venule-of-colon,AS,AS
blood_vasculature,ASCTB-TEMP:submucosal-venule-of-colon,CL:0000071$$2805,AS,CT
blood_vasculature,ASCTB-TEMP:submucosal-venule-of-colon,CL:1000414$$2806,AS,CT
blood_vasculature,ASCTB-TEMP:submucosal-venule-of-colon,ASCTB-TEMP:mucosal-venule-of-colon,AS,AS
blood_vasculature,ASCTB-TEMP:mucosal-venule-of-colon,CL:0000071$$2807,AS,CT
blood_vasculature,ASCTB-TEMP:mucosal-venule-of-colon,CL:1000414$$2808,AS,CT
blood_vasculature,ASCTB-TEMP:subserous-vein-of-colon,CL:0000071$$2809,AS,CT
blood_vasculature,ASCTB-TEMP:subserous-vein-of-colon,CL:0002543$$2810,AS,CT
blood_vasculature,UBERON:0001216,CL:0000071$$2811,AS,CT
blood_vasculature,UBERON:0001216,CL:0002543$$2812,AS,CT
blood_vasculature,UBERON:0001218,CL:0000071$$2813,AS,CT
blood_vasculature,UBERON:0001218,CL:0002543$$2814,AS,CT
blood_vasculature,UBERON:0001218,ASCTB-TEMP:vena-recta-of-large-intestine-3,AS,AS
blood_vasculature,ASCTB-TEMP:vena-recta-of-large-intestine-3,CL:0000071$$2815,AS,CT
blood_vasculature,ASCTB-TEMP:vena-recta-of-large-intestine-3,CL:0002543$$2816,AS,CT
blood_vasculature,FMA:0329301,CL:0000071$$2817,AS,CT
blood_vasculature,FMA:0329301,CL:0002543$$2818,AS,CT
blood_vasculature,UBERON:8410018,CL:0000071$$2819,AS,CT
blood_vasculature,UBERON:8410018,CL:0002543$$2820,AS,CT
blood_vasculature,UBERON:8410018,ASCTB-TEMP:vena-recta-of-large-intestine-4,AS,AS
blood_vasculature,ASCTB-TEMP:vena-recta-of-large-intestine-4,CL:0000071$$2821,AS,CT
blood_vasculature,ASCTB-TEMP:vena-recta-of-large-intestine-4,CL:0002543$$2822,AS,CT
blood_vasculature,FMA:15397,CL:0000071$$2823,AS,CT
blood_vasculature,FMA:15397,CL:0002543$$2824,AS,CT
blood_vasculature,FMA:15397,FMA:0329297,AS,AS
blood_vasculature,FMA:0329297,CL:0000071$$2825,AS,CT
blood_vasculature,FMA:0329297,CL:0002543$$2826,AS,CT
blood_vasculature,ASCTB-TEMP:superior-vein-of-sappey,CL:0000071$$2827,AS,CT
blood_vasculature,ASCTB-TEMP:superior-vein-of-sappey,CL:0002543$$2828,AS,CT
blood_vasculature,ASCTB-TEMP:vein-of-burow,CL:0000071$$2829,AS,CT
blood_vasculature,ASCTB-TEMP:vein-of-burow,CL:0002543$$2830,AS,CT
blood_vasculature,FMA:15431,CL:0000071$$2831,AS,CT
blood_vasculature,FMA:15431,CL:0002543$$2832,AS,CT
blood_vasculature,FMA:15431,ASCTB-TEMP:left-lateral-hepatic-portal-vein-2,AS,AS
blood_vasculature,ASCTB-TEMP:left-lateral-hepatic-portal-vein-2,CL:0000071$$2833,AS,CT
blood_vasculature,ASCTB-TEMP:left-lateral-hepatic-portal-vein-2,CL:0002543$$2834,AS,CT
blood_vasculature,FMA:15425,CL:0000071$$2835,AS,CT
blood_vasculature,FMA:15425,CL:0002543$$2836,AS,CT
blood_vasculature,FMA:15425,FMA:15415$$2837,AS,AS
blood_vasculature,FMA:15415$$2837,CL:0000071$$2838,AS,CT
blood_vasculature,FMA:15415$$2837,CL:0002543$$2839,AS,CT
blood_vasculature,FMA:15429,CL:0000071$$2840,AS,CT
blood_vasculature,FMA:15429,CL:0002543$$2841,AS,CT
blood_vasculature,FMA:15429,ASCTB-TEMP:left-medial-hepatic-portal-vein,AS,AS
blood_vasculature,ASCTB-TEMP:left-medial-hepatic-portal-vein,CL:0000071$$2842,AS,CT
blood_vasculature,ASCTB-TEMP:left-medial-hepatic-portal-vein,CL:0002543$$2843,AS,CT
blood_vasculature,ASCTB-TEMP:left-medial-hepatic-portal-vein,FMA:15415$$2844,AS,AS
blood_vasculature,FMA:15415$$2844,CL:0000071$$2845,AS,CT
blood_vasculature,FMA:15415$$2844,CL:0002543$$2846,AS,CT
blood_vasculature,FMA:15428,CL:0000071$$2847,AS,CT
blood_vasculature,FMA:15428,CL:0002543$$2848,AS,CT
blood_vasculature,FMA:15428,ASCTB-TEMP:left-medial-hepatic-portal-vein-2,AS,AS
blood_vasculature,ASCTB-TEMP:left-medial-hepatic-portal-vein-2,CL:0000071$$2849,AS,CT
blood_vasculature,ASCTB-TEMP:left-medial-hepatic-portal-vein-2,CL:0002543$$2850,AS,CT
blood_vasculature,FMA:15424,CL:0000071$$2851,AS,CT
blood_vasculature,FMA:15424,CL:0002543$$2852,AS,CT
blood_vasculature,FMA:15424,ASCTB-TEMP:right-posterior-hepatic-portal-vein,AS,AS
blood_vasculature,ASCTB-TEMP:right-posterior-hepatic-portal-vein,CL:0000071$$2853,AS,CT
blood_vasculature,ASCTB-TEMP:right-posterior-hepatic-portal-vein,CL:0002543$$2854,AS,CT
blood_vasculature,ASCTB-TEMP:right-posterior-hepatic-portal-vein,FMA:15414$$2855,AS,AS
blood_vasculature,FMA:15414$$2855,CL:0000071$$2856,AS,CT
blood_vasculature,FMA:15414$$2855,CL:0002543$$2857,AS,CT
blood_vasculature,FMA:15423,CL:0000071$$2858,AS,CT
blood_vasculature,FMA:15423,CL:0002543$$2859,AS,CT
blood_vasculature,FMA:15423,ASCTB-TEMP:right-posterior-hepatic-portal-vein-2,AS,AS
blood_vasculature,ASCTB-TEMP:right-posterior-hepatic-portal-vein-2,CL:0000071$$2860,AS,CT
blood_vasculature,ASCTB-TEMP:right-posterior-hepatic-portal-vein-2,CL:0002543$$2861,AS,CT
blood_vasculature,FMA:82706,CL:0000071$$2862,AS,CT
blood_vasculature,FMA:82706,CL:0002543$$2863,AS,CT
blood_vasculature,FMA:82706,FMA:15414$$2864,AS,AS
blood_vasculature,FMA:15414$$2864,CL:0000071$$2865,AS,CT
blood_vasculature,FMA:15414$$2864,CL:0002543$$2866,AS,CT
blood_vasculature,UBERON:0001142,CL:0000071$$2867,AS,CT
blood_vasculature,UBERON:0001142,CL:0002543$$2868,AS,CT
blood_vasculature,UBERON:0001142,FMA:68070,AS,AS
blood_vasculature,UBERON:0001142,FMA:14347,AS,AS
blood_vasculature,UBERON:0001142,UBERON:0035483,AS,AS
blood_vasculature,UBERON:0001142,UBERON:0000443,AS,AS
blood_vasculature,FMA:68070,CL:0000071$$2869,AS,CT
blood_vasculature,FMA:68070,CL:0002543$$2870,AS,CT
blood_vasculature,FMA:14347,CL:0000071$$2871,AS,CT
blood_vasculature,FMA:14347,CL:0002543$$2872,AS,CT
blood_vasculature,UBERON:0035483,CL:0000071$$2873,AS,CT
blood_vasculature,UBERON:0035483,CL:0002543$$2874,AS,CT
blood_vasculature,UBERON:0000443,CL:0000071$$2875,AS,CT
blood_vasculature,UBERON:0000443,CL:0002543$$2876,AS,CT
blood_vasculature,UBERON:8600105,CL:0000071$$2877,AS,CT
blood_vasculature,UBERON:8600105,CL:0002543$$2878,AS,CT
blood_vasculature,UBERON:8600105,FMA:10787,AS,AS
blood_vasculature,UBERON:8600105,UBERON:8600104,AS,AS
blood_vasculature,UBERON:8600105,FMA:12852,AS,AS
blood_vasculature,FMA:10787,CL:0000071$$2879,AS,CT
blood_vasculature,FMA:10787,CL:0002543$$2880,AS,CT
blood_vasculature,UBERON:8600104,CL:0000071$$2881,AS,CT
blood_vasculature,UBERON:8600104,CL:0002543$$2882,AS,CT
blood_vasculature,UBERON:8600104,UBERON:8600103,AS,AS
blood_vasculature,UBERON:8600104,ASCTB-TEMP:anterior-radicular-vein,AS,AS
blood_vasculature,UBERON:8600104,FMA:4870,AS,AS
blood_vasculature,UBERON:8600104,ASCTB-TEMP:posterior-radicular-vein,AS,AS
blood_vasculature,UBERON:8600103,CL:0000071$$2883,AS,CT
blood_vasculature,UBERON:8600103,CL:0002543$$2884,AS,CT
blood_vasculature,UBERON:8600103,UBERON:8600066,AS,AS
blood_vasculature,UBERON:8600066,CL:0000071$$2885,AS,CT
blood_vasculature,UBERON:8600066,CL:0002543$$2886,AS,CT
blood_vasculature,ASCTB-TEMP:anterior-radicular-vein,CL:0000071$$2887,AS,CT
blood_vasculature,ASCTB-TEMP:anterior-radicular-vein,CL:0002543$$2888,AS,CT
blood_vasculature,ASCTB-TEMP:anterior-radicular-vein,FMA:70892,AS,AS
blood_vasculature,FMA:70892,CL:0000071$$2889,AS,CT
blood_vasculature,FMA:70892,CL:0002543$$2890,AS,CT
blood_vasculature,FMA:70892,ASCTB-TEMP:intramedullary-radial-vein,AS,AS
blood_vasculature,ASCTB-TEMP:intramedullary-radial-vein,CL:0000071$$2891,AS,CT
blood_vasculature,ASCTB-TEMP:intramedullary-radial-vein,CL:0002543$$2892,AS,CT
blood_vasculature,FMA:4870,CL:0000071$$2893,AS,CT
blood_vasculature,FMA:4870,CL:0002543$$2894,AS,CT
blood_vasculature,ASCTB-TEMP:posterior-radicular-vein,CL:0000071$$2895,AS,CT
blood_vasculature,ASCTB-TEMP:posterior-radicular-vein,CL:0002543$$2896,AS,CT
blood_vasculature,ASCTB-TEMP:posterior-radicular-vein,FMA:70893,AS,AS
blood_vasculature,ASCTB-TEMP:posterior-radicular-vein,ASCTB-TEMP:posterolateral-spinal-vein,AS,AS
blood_vasculature,FMA:70893,CL:0000071$$2897,AS,CT
blood_vasculature,FMA:70893,CL:0002543$$2898,AS,CT
blood_vasculature,FMA:70893,ASCTB-TEMP:intramedullary-radial-vein-2,AS,AS
blood_vasculature,ASCTB-TEMP:intramedullary-radial-vein-2,CL:0000071$$2899,AS,CT
blood_vasculature,ASCTB-TEMP:intramedullary-radial-vein-2,CL:0002543$$2900,AS,CT
blood_vasculature,ASCTB-TEMP:posterolateral-spinal-vein,CL:0000071$$2901,AS,CT
blood_vasculature,ASCTB-TEMP:posterolateral-spinal-vein,CL:0002543$$2902,AS,CT
blood_vasculature,ASCTB-TEMP:posterolateral-spinal-vein,ASCTB-TEMP:intramedullary-radial-vein-3,AS,AS
blood_vasculature,ASCTB-TEMP:intramedullary-radial-vein-3,CL:0000071$$2903,AS,CT
blood_vasculature,ASCTB-TEMP:intramedullary-radial-vein-3,CL:0002543$$2904,AS,CT
blood_vasculature,FMA:12852,CL:0000071$$2905,AS,CT
blood_vasculature,FMA:12852,CL:0002543$$2906,AS,CT
blood_vasculature,UBERON:0011957,CL:0000071$$2907,AS,CT
blood_vasculature,UBERON:0011957,CL:0002543$$2908,AS,CT
blood_vasculature,UBERON:0011957,FMA:15800,AS,AS
blood_vasculature,UBERON:0011957,FMA:15801,AS,AS
blood_vasculature,UBERON:0011957,FMA:15802,AS,AS
blood_vasculature,FMA:15800,CL:0000071$$2909,AS,CT
blood_vasculature,FMA:15800,CL:0002543$$2910,AS,CT
blood_vasculature,FMA:15801,CL:0000071$$2911,AS,CT
blood_vasculature,FMA:15801,CL:0002543$$2912,AS,CT
blood_vasculature,FMA:15802,CL:0000071$$2913,AS,CT
blood_vasculature,FMA:15802,CL:0002543$$2914,AS,CT
blood_vasculature,UBERON:0001140,CL:0000071$$2915,AS,CT
blood_vasculature,UBERON:0001140,CL:0002543$$2916,AS,CT
blood_vasculature,UBERON:0001140,ASCTB-TEMP:segmental-renal-vein,AS,AS
blood_vasculature,ASCTB-TEMP:segmental-renal-vein,CL:0000071$$2917,AS,CT
blood_vasculature,ASCTB-TEMP:segmental-renal-vein,CL:0002543$$2918,AS,CT
blood_vasculature,ASCTB-TEMP:segmental-renal-vein,UBERON:0009887,AS,AS
blood_vasculature,UBERON:0009887,CL:0000071$$2919,AS,CT
blood_vasculature,UBERON:0009887,CL:0002543$$2920,AS,CT
blood_vasculature,UBERON:0009887,UBERON:0004719,AS,AS
blood_vasculature,UBERON:0004719,CL:0000071$$2921,AS,CT
blood_vasculature,UBERON:0004719,CL:0002543$$2922,AS,CT
blood_vasculature,UBERON:0004719,UBERON:0005168,AS,AS
blood_vasculature,UBERON:0005168,CL:0000071$$2923,AS,CT
blood_vasculature,UBERON:0005168,CL:0002543$$2924,AS,CT
blood_vasculature,UBERON:0005168,FMA:321526,AS,AS
blood_vasculature,UBERON:0005168,UBERON:0010181,AS,AS
blood_vasculature,FMA:321526,CL:0000071$$2925,AS,CT
blood_vasculature,FMA:321526,CL:1000414$$2926,AS,CT
blood_vasculature,UBERON:0010181,CL:0000071$$2927,AS,CT
blood_vasculature,UBERON:0010181,CL:1000414$$2928,AS,CT
blood_vasculature,UBERON:0010181,UBERON:0009091,AS,AS
blood_vasculature,UBERON:0009091,CL:0000071$$2929,AS,CT
blood_vasculature,UBERON:0009091,CL:0002144$$2930,AS,CT
blood_vasculature,FMA:21387,CL:0000071$$2931,AS,CT
blood_vasculature,FMA:21387,CL:0002543$$2932,AS,CT
blood_vasculature,UBERON:0011956,CL:0000071$$2933,AS,CT
blood_vasculature,UBERON:0011956,CL:0002543$$2934,AS,CT
blood_vasculature,UBERON:0011956,FMA:15798,AS,AS
blood_vasculature,UBERON:0011956,FMA:15797,AS,AS
blood_vasculature,UBERON:0011956,FMA:15796,AS,AS
blood_vasculature,FMA:15798,CL:0000071$$2935,AS,CT
blood_vasculature,FMA:15798,CL:0002543$$2936,AS,CT
blood_vasculature,FMA:15797,CL:0000071$$2937,AS,CT
blood_vasculature,FMA:15797,CL:0002543$$2938,AS,CT
blood_vasculature,FMA:15796,CL:0000071$$2939,AS,CT
blood_vasculature,FMA:15796,CL:0002543$$2940,AS,CT
blood_vasculature,FMA:68069,CL:0000071$$2941,AS,CT
blood_vasculature,FMA:68069,CL:0002543$$2942,AS,CT
blood_vasculature,FMA:14342,CL:0000071$$2943,AS,CT
blood_vasculature,FMA:14342,CL:0002543$$2944,AS,CT
blood_vasculature,UBERON:0001141,CL:0000071$$2945,AS,CT
blood_vasculature,UBERON:0001141,CL:0002543$$2946,AS,CT
blood_vasculature,UBERON:0035435,CL:0000071$$2947,AS,CT
blood_vasculature,UBERON:0035435,CL:0002543$$2948,AS,CT
blood_vasculature,UBERON:0000442,CL:0000071$$2949,AS,CT
blood_vasculature,UBERON:0000442,CL:0002543$$2950,AS,CT
blood_vasculature,UBERON:0000442,UBERON:0001330,AS,AS
blood_vasculature,UBERON:0000442,ASCTB-TEMP:vein-of-ductus-deferens,AS,AS
blood_vasculature,UBERON:0001330,CL:0000071$$2951,AS,CT
blood_vasculature,UBERON:0001330,CL:0002543$$2952,AS,CT
blood_vasculature,ASCTB-TEMP:vein-of-ductus-deferens,CL:0000071$$2953,AS,CT
blood_vasculature,ASCTB-TEMP:vein-of-ductus-deferens,CL:0002543$$2954,AS,CT
blood_vasculature,UBERON:0001585,CL:0000071$$2955,AS,CT
blood_vasculature,UBERON:0001585,CL:0002543$$2956,AS,CT
blood_vasculature,UBERON:0001585,UBERON:0001594,AS,AS
blood_vasculature,UBERON:0001585,UBERON:0003711,AS,AS
blood_vasculature,UBERON:0001585,FMA:4761,AS,AS
blood_vasculature,UBERON:0001585,FMA:4751,AS,AS
blood_vasculature,UBERON:0001594,CL:0000071$$2957,AS,CT
blood_vasculature,UBERON:0001594,CL:0002543$$2958,AS,CT
blood_vasculature,UBERON:0001594,UBERON:0006665,AS,AS
blood_vasculature,UBERON:0001594,UBERON:8600053,AS,AS
blood_vasculature,UBERON:0001594,UBERON:0006663,AS,AS
blood_vasculature,UBERON:0001594,UBERON:0012199,AS,AS
blood_vasculature,UBERON:0001594,FMA:4942,AS,AS
