FTU,FTUID,Vessel,VesselID,PathStep,PathVessel,PathVesselID
intestinal villus,UBERON:0001213,branch of mucous plexus of small intestine,,7,hepatic portal venule,
intestinal villus,UBERON:0001213,branch of mucous plexus of small intestine,,8,hepatic sinusoid,UBERON:0001281
intestinal villus,UBERON:0001213,branch of mucous plexus of small intestine,,9,central vein of liver,UBERON:0006841
intestinal villus,UBERON:0001213,branch of mucous plexus of small intestine,,10,segmental hepatic vein,
intestinal villus,UBERON:0001213,branch of mucous plexus of small intestine,,11,left hepatic vein,UBERON:0011955
intestinal villus,UBERON:0001213,branch of mucous plexus of small intestine,,12,inferior vena cava,UBERON:0001072
intestinal villus,UBERON:0001213,branch of mucous plexus of small intestine,,13,right atrium,UBERON:0002078
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,-14,left ventricle,UBERON:0002084
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,-13,aorta,UBERON:0000947
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,-12,ascending aorta,UBERON:0001496
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,-11,aortic arch,UBERON:0001508
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,-10,descending aorta,UBERON:0001514
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,-9,descending thoracic aorta,UBERON:0002345
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,-8,abdominal aorta,UBERON:0001516
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,-7,celiac artery,UBERON:0001640
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,-6,splenic artery,UBERON:0001194
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,-5,pancreatic artery,FMA:70471
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,-4,interlobular artery of pancreas,
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,-3,lobular artery of pancreas,
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,-2,intralobular arteriole of pancreas,
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,-1,pancreatic islet afferent arteriole,
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,0,pancreatic islet capillary,FMA:280080
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,1,intralobular venule of pancreas,
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,2,lobular vein of pancreas,
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,3,interlobular vein of pancreas,
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,4,pancreatic vein,FMA:70929
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,5,splenic vein,UBERON:0003713
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,6,hepatic portal vein,UBERON:0001639
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,7,left hepatic portal vein,FMA:15415
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,8,left lateral hepatic portal vein,
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,9,lateral inferior segmental hepatic portal vein,FMA:15432
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,10,hepatic portal venule,
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,11,hepatic sinusoid,UBERON:0001281
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,12,central vein of liver,UBERON:0006841
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,13,segmental hepatic vein,
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,14,left hepatic vein,UBERON:0011955
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,15,inferior vena cava,UBERON:0001072
islet of Langerhans,UBERON:0000006,pancreatic islet capillary,fma280080,16,right atrium,UBERON:0002078
liver lobule,UBERON:0004647,central vein of liver,UBERON:0006841,-14,left ventricle,UBERON:0002084
liver lobule,UBERON:0004647,central vein of liver,UBERON:0006841,-13,aorta,UBERON:0000947
liver lobule,UBERON:0004647,central vein of liver,UBERON:0006841,-12,ascending aorta,UBERON:0001496
liver lobule,UBERON:0004647,central vein of liver,UBERON:0006841,-11,aortic arch,UBERON:0001508
liver lobule,UBERON:0004647,central vein of liver,UBERON:0006841,-10,descending aorta,UBERON:0001514
liver lobule,UBERON:0004647,central vein of liver,UBERON:0006841,-9,descending thoracic aorta,UBERON:0002345
liver lobule,UBERON:0004647,central vein of liver,UBERON:0006841,-8,abdominal aorta,UBERON:0001516
liver lobule,UBERON:0004647,central vein of liver,UBERON:0006841,-7,celiac artery,UBERON:0001640
liver lobule,UBERON:0004647,central vein of liver,UBERON:0006841,-6,common hepatic artery,UBERON:0005436
liver lobule,UBERON:0004647,central vein of liver,UBERON:0006841,-5,proper hepatic artery,UBERON:0015480
liver lobule,UBERON:0004647,central vein of liver,UBERON:0006841,-4,left hepatic artery,UBERON:0015481
liver lobule,UBERON:0004647,central vein of liver,UBERON:0006841,-3,segmental hepatic artery,
liver lobule,UBERON:0004647,central vein of liver,UBERON:0006841,-2,hepatic arteriole,
liver lobule,UBERON:0004647,central vein of liver,UBERON:0006841,-1,hepatic sinusoid,UBERON:0001281
liver lobule,UBERON:0004647,central vein of liver,UBERON:0006841,0,central vein of liver,UBERON:0006841
liver lobule,UBERON:0004647,central vein of liver,UBERON:0006841,1,segmental hepatic vein,
liver lobule,UBERON:0004647,central vein of liver,UBERON:0006841,2,left hepatic vein,UBERON:0011955
liver lobule,UBERON:0004647,central vein of liver,UBERON:0006841,3,inferior vena cava,UBERON:0001072
liver lobule,UBERON:0004647,central vein of liver,UBERON:0006841,4,right atrium,UBERON:0002078
liver lobule,UBERON:0004647,hepatic arteriole,,-12,left ventricle,UBERON:0002084
liver lobule,UBERON:0004647,hepatic arteriole,,-11,aorta,UBERON:0000947
liver lobule,UBERON:0004647,hepatic arteriole,,-10,ascending aorta,UBERON:0001496
liver lobule,UBERON:0004647,hepatic arteriole,,-9,aortic arch,UBERON:0001508
liver lobule,UBERON:0004647,hepatic arteriole,,-8,descending aorta,UBERON:0001514
liver lobule,UBERON:0004647,hepatic arteriole,,-7,descending thoracic aorta,UBERON:0002345
liver lobule,UBERON:0004647,hepatic arteriole,,-6,abdominal aorta,UBERON:0001516
liver lobule,UBERON:0004647,hepatic arteriole,,-5,celiac artery,UBERON:0001640
liver lobule,UBERON:0004647,hepatic arteriole,,-4,common hepatic artery,UBERON:0005436
liver lobule,UBERON:0004647,hepatic arteriole,,-3,proper hepatic artery,UBERON:0015480
liver lobule,UBERON:0004647,hepatic arteriole,,-2,left hepatic artery,UBERON:0015481
liver lobule,UBERON:0004647,hepatic arteriole,,-1,segmental hepatic artery,
liver lobule,UBERON:0004647,hepatic arteriole,,0,hepatic arteriole,
liver lobule,UBERON:0004647,hepatic arteriole,,1,hepatic sinusoid,UBERON:0001281
liver lobule,UBERON:0004647,hepatic arteriole,,2,central vein of liver,UBERON:0006841
liver lobule,UBERON:0004647,hepatic arteriole,,3,segmental hepatic vein,
liver lobule,UBERON:0004647,hepatic arteriole,,4,left hepatic vein,UBERON:0011955
liver lobule,UBERON:0004647,hepatic arteriole,,5,inferior vena cava,UBERON:0001072
liver lobule,UBERON:0004647,hepatic arteriole,,6,right atrium,UBERON:0002078
liver lobule,UBERON:0004647,hepatic portal venule,,-24,left ventricle,UBERON:0002084
liver lobule,UBERON:0004647,hepatic portal venule,,-23,aorta,UBERON:0000947
liver lobule,UBERON:0004647,hepatic portal venule,,-22,ascending aorta,UBERON:0001496
liver lobule,UBERON:0004647,hepatic portal venule,,-21,aortic arch,UBERON:0001508
liver lobule,UBERON:0004647,hepatic portal venule,,-20,descending aorta,UBERON:0001514
liver lobule,UBERON:0004647,hepatic portal venule,,-19,descending thoracic aorta,UBERON:0002345
liver lobule,UBERON:0004647,hepatic portal venule,,-18,abdominal aorta,UBERON:0001516
liver lobule,UBERON:0004647,hepatic portal venule,,-17,celiac artery,UBERON:0001640
liver lobule,UBERON:0004647,hepatic portal venule,,-16,splenic artery,UBERON:0001194
liver lobule,UBERON:0004647,hepatic portal venule,,-15,lobar artery of spleen,
liver lobule,UBERON:0004647,hepatic portal venule,,-14,segmental branch of lobar artery of spleen,
liver lobule,UBERON:0004647,hepatic portal venule,,-13,spleen trabecular artery,UBERON:0010399
liver lobule,UBERON:0004647,hepatic portal venule,,-12,spleen central arteriole,UBERON:0010401
liver lobule,UBERON:0004647,hepatic portal venule,,-11,non-penicillar arteriole of spleen,
liver lobule,UBERON:0004647,hepatic portal venule,,-10,sheathed capillary of spleen,
liver lobule,UBERON:0004647,hepatic portal venule,,-9,post-sheath open capillary of spleen,
liver lobule,UBERON:0004647,hepatic portal venule,,-8,splenic venous sinusoid,UBERON:0003910
liver lobule,UBERON:0004647,hepatic portal venule,,-7,red pulp venule of spleen,
liver lobule,UBERON:0004647,hepatic portal venule,,-6,spleen trabecular vein,UBERON:0010400
liver lobule,UBERON:0004647,hepatic portal venule,,-5,splenic vein,UBERON:0003713
liver lobule,UBERON:0004647,hepatic portal venule,,-4,hepatic portal vein,UBERON:0001639
liver lobule,UBERON:0004647,hepatic portal venule,,-3,left hepatic portal vein,FMA:15415
liver lobule,UBERON:0004647,hepatic portal venule,,-2,left lateral hepatic portal vein,
liver lobule,UBERON:0004647,hepatic portal venule,,-1,lateral inferior segmental hepatic portal vein,FMA:15432
liver lobule,UBERON:0004647,hepatic portal venule,,0,hepatic portal venule,
liver lobule,UBERON:0004647,hepatic portal venule,,1,hepatic sinusoid,UBERON:0001281
liver lobule,UBERON:0004647,hepatic portal venule,,2,central vein of liver,UBERON:0006841
liver lobule,UBERON:0004647,hepatic portal venule,,3,segmental hepatic vein,
liver lobule,UBERON:0004647,hepatic portal venule,,4,left hepatic vein,UBERON:0011955
liver lobule,UBERON:0004647,hepatic portal venule,,5,inferior vena cava,UBERON:0001072
liver lobule,UBERON:0004647,hepatic portal venule,,6,right atrium,UBERON:0002078
liver lobule,UBERON:0004647,hepatic sinusoid,UBERON:0001281,-13,left ventricle,UBERON:0002084
liver lobule,UBERON:0004647,hepatic sinusoid,UBERON:0001281,-12,aorta,UBERON:0000947
liver lobule,UBERON:0004647,hepatic sinusoid,UBERON:0001281,-11,ascending aorta,UBERON:0001496
liver lobule,UBERON:0004647,hepatic sinusoid,UBERON:0001281,-10,aortic arch,UBERON:0001508
liver lobule,UBERON:0004647,hepatic sinusoid,UBERON:0001281,-9,descending aorta,UBERON:0001514
liver lobule,UBERON:0004647,hepatic sinusoid,UBERON:0001281,-8,descending thoracic aorta,UBERON:0002345
liver lobule,UBERON:0004647,hepatic sinusoid,UBERON:0001281,-7,abdominal aorta,UBERON:0001516
liver lobule,UBERON:0004647,hepatic sinusoid,UBERON:0001281,-6,celiac artery,UBERON:0001640
liver lobule,UBERON:0004647,hepatic sinusoid,UBERON:0001281,-5,common hepatic artery,UBERON:0005436
liver lobule,UBERON:0004647,hepatic sinusoid,UBERON:0001281,-4,proper hepatic artery,UBERON:0015480
liver lobule,UBERON:0004647,hepatic sinusoid,UBERON:0001281,-3,left hepatic artery,UBERON:0015481
liver lobule,UBERON:0004647,hepatic sinusoid,UBERON:0001281,-2,segmental hepatic artery,
liver lobule,UBERON:0004647,hepatic sinusoid,UBERON:0001281,-1,hepatic arteriole,
liver lobule,UBERON:0004647,hepatic sinusoid,UBERON:0001281,0,hepatic sinusoid,UBERON:0001281
liver lobule,UBERON:0004647,hepatic sinusoid,UBERON:0001281,1,central vein of liver,UBERON:0006841
liver lobule,UBERON:0004647,hepatic sinusoid,UBERON:0001281,2,segmental hepatic vein,
liver lobule,UBERON:0004647,hepatic sinusoid,UBERON:0001281,3,left hepatic vein,UBERON:0011955
liver lobule,UBERON:0004647,hepatic sinusoid,UBERON:0001281,4,inferior vena cava,UBERON:0001072
liver lobule,UBERON:0004647,hepatic sinusoid,UBERON:0001281,5,right atrium,UBERON:0002078
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,-16,left ventricle,UBERON:0002084
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,-15,aorta,UBERON:0000947
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,-14,ascending aorta,UBERON:0001496
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,-13,aortic arch,UBERON:0001508
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,-12,descending aorta,UBERON:0001514
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,-11,descending thoracic aorta,UBERON:0002345
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,-10,abdominal aorta,UBERON:0001516
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,-9,renal artery,UBERON:0001184
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,-8,segmental renal artery,FMA:70494
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,-7,interlobar renal artery,UBERON:0009885
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,-6,arcuate renal artery,UBERON:0001552
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,-5,interlobular renal artery,UBERON:0004723
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,-4,renal afferent arteriole,UBERON:0004639
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,-3,glomerular capillary,UBERON:0004212
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,-2,renal efferent arteriole,UBERON:0004640
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,-1,descending vasa recta of kidney,UBERON:0009202
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,0,vasa recta of kidney,UBERON:0004726
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,1,ascending vasa recta of kidney,UBERON:0009091
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,2,straight venule of kidney,UBERON:0010181
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,3,interlobular renal vein,UBERON:0005168
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,4,arcuate renal vein,UBERON:0004719
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,5,interlobar renal vein,UBERON:0009887
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,6,segmental renal vein,
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,7,renal vein,UBERON:0001140
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,8,inferior vena cava,UBERON:0001072
loop of Henle ascending limb thin segment,UBERON:0004193,vasa recta of kidney,UBERON:0004726,9,right atrium,UBERON:0002078
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,-17,left ventricle,UBERON:0002084
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,-16,aorta,UBERON:0000947
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,-15,ascending aorta,UBERON:0001496
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,-14,aortic arch,UBERON:0001508
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,-13,descending aorta,UBERON:0001514
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,-12,descending thoracic aorta,UBERON:0002345
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,-11,abdominal aorta,UBERON:0001516
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,-10,renal artery,UBERON:0001184
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,-9,segmental renal artery,FMA:70494
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,-8,interlobar renal artery,UBERON:0009885
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,-7,arcuate renal artery,UBERON:0001552
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,-6,interlobular renal artery,UBERON:0004723
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,-5,renal afferent arteriole,UBERON:0004639
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,-4,glomerular capillary,UBERON:0004212
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,-3,renal efferent arteriole,UBERON:0004640
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,-2,descending vasa recta of kidney,UBERON:0009202
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,-1,vasa recta of kidney,UBERON:0004726
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,0,ascending vasa recta of kidney,UBERON:0009091
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,1,straight venule of kidney,UBERON:0010181
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,2,interlobular renal vein,UBERON:0005168
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,3,arcuate renal vein,UBERON:0004719
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,4,interlobar renal vein,UBERON:0009887
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,5,segmental renal vein,
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,6,renal vein,UBERON:0001140
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,7,inferior vena cava,UBERON:0001072
nephron,UBERON:0001285,ascending vasa recta of kidney,UBERON:0009091,8,right atrium,UBERON:0002078
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,-15,left ventricle,UBERON:0002084
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,-14,aorta,UBERON:0000947
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,-13,ascending aorta,UBERON:0001496
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,-12,aortic arch,UBERON:0001508
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,-11,descending aorta,UBERON:0001514
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,-10,descending thoracic aorta,UBERON:0002345
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,-9,abdominal aorta,UBERON:0001516
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,-8,renal artery,UBERON:0001184
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,-7,segmental renal artery,FMA:70494
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,-6,interlobar renal artery,UBERON:0009885
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,-5,arcuate renal artery,UBERON:0001552
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,-4,interlobular renal artery,UBERON:0004723
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,-3,renal afferent arteriole,UBERON:0004639
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,-2,glomerular capillary,UBERON:0004212
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,-1,renal efferent arteriole,UBERON:0004640
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,0,descending vasa recta of kidney,UBERON:0009202
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,1,vasa recta of kidney,UBERON:0004726
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,2,ascending vasa recta of kidney,UBERON:0009091
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,3,straight venule of kidney,UBERON:0010181
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,4,interlobular renal vein,UBERON:0005168
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,5,arcuate renal vein,UBERON:0004719
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,6,interlobar renal vein,UBERON:0009887
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,7,segmental renal vein,
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,8,renal vein,UBERON:0001140
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,9,inferior vena cava,UBERON:0001072
nephron,UBERON:0001285,descending vasa recta of kidney,UBERON:0009202,10,right atrium,UBERON:0002078
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,-13,left ventricle,UBERON:0002084
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,-12,aorta,UBERON:0000947
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,-11,ascending aorta,UBERON:0001496
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,-10,aortic arch,UBERON:0001508
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,-9,descending aorta,UBERON:0001514
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,-8,descending thoracic aorta,UBERON:0002345
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,-7,abdominal aorta,UBERON:0001516
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,-6,renal artery,UBERON:0001184
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,-5,segmental renal artery,FMA:70494
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,-4,interlobar renal artery,UBERON:0009885
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,-3,arcuate renal artery,UBERON:0001552
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,-2,interlobular renal artery,UBERON:0004723
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,-1,renal afferent arteriole,UBERON:0004639
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,0,glomerular capillary,UBERON:0004212
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,1,renal efferent arteriole,UBERON:0004640
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,2,descending vasa recta of kidney,UBERON:0009202
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,3,vasa recta of kidney,UBERON:0004726
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,4,ascending vasa recta of kidney,UBERON:0009091
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,5,straight venule of kidney,UBERON:0010181
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,6,interlobular renal vein,UBERON:0005168
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,7,arcuate renal vein,UBERON:0004719
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,8,interlobar renal vein,UBERON:0009887
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,9,segmental renal vein,
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,10,renal vein,UBERON:0001140
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,11,inferior vena cava,UBERON:0001072
nephron,UBERON:0001285,glomerular capillary,UBERON:0004212,12,right atrium,UBERON:0002078
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,-15,left ventricle,UBERON:0002084
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,-14,aorta,UBERON:0000947
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,-13,ascending aorta,UBERON:0001496
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,-12,aortic arch,UBERON:0001508
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,-11,descending aorta,UBERON:0001514
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,-10,descending thoracic aorta,UBERON:0002345
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,-9,abdominal aorta,UBERON:0001516
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,-8,renal artery,UBERON:0001184
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,-7,segmental renal artery,FMA:70494
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,-6,interlobar renal artery,UBERON:0009885
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,-5,arcuate renal artery,UBERON:0001552
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,-4,interlobular renal artery,UBERON:0004723
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,-3,renal afferent arteriole,UBERON:0004639
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,-2,glomerular capillary,UBERON:0004212
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,-1,renal efferent arteriole,UBERON:0004640
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,0,peritubular capillary,UBERON:0005272
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,1,stellate venule of kidney,FMA:321526
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,2,interlobular renal vein,UBERON:0005168
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,3,arcuate renal vein,UBERON:0004719
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,4,interlobar renal vein,UBERON:0009887
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,5,segmental renal vein,
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,6,renal vein,UBERON:0001140
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,7,inferior vena cava,UBERON:0001072
nephron,UBERON:0001285,peritubular capillary,UBERON:0005272,8,right atrium,UBERON:0002078
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,-12,left ventricle,UBERON:0002084
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,-11,aorta,UBERON:0000947
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,-10,ascending aorta,UBERON:0001496
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,-9,aortic arch,UBERON:0001508
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,-8,descending aorta,UBERON:0001514
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,-7,descending thoracic aorta,UBERON:0002345
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,-6,abdominal aorta,UBERON:0001516
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,-5,renal artery,UBERON:0001184
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,-4,segmental renal artery,FMA:70494
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,-3,interlobar renal artery,UBERON:0009885
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,-2,arcuate renal artery,UBERON:0001552
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,-1,interlobular renal artery,UBERON:0004723
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,0,renal afferent arteriole,UBERON:0004639
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,1,glomerular capillary,UBERON:0004212
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,2,renal efferent arteriole,UBERON:0004640
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,3,descending vasa recta of kidney,UBERON:0009202
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,4,vasa recta of kidney,UBERON:0004726
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,5,ascending vasa recta of kidney,UBERON:0009091
nephron,UBERON:0001285,renal afferent arteriole,UBERON:0004639,6,straight venule of kidney,UBERON:0010181
